date,league,home_team,away_team,market,prob,fair_odds,book_odds,ev,overround,kelly,stake,pnl,bankroll_after,won
2022-10-23,D1,Bochum,Union Berlin,away,0.6832,1.464,1.9,0.2982,0.0514,0.04,43.5029,-43.5029,1044.0687,False
2022-10-23,F1,Angers,Rennes,away,0.8244,1.213,1.83,0.5086,0.0464,0.04,33.6866,27.9599,870.125,True
2022-10-23,F1,Clermont,Brest,home,0.4823,2.074,2.37,0.143,0.0494,0.02609,22.5607,-22.5607,842.1651,False
2022-10-23,F1,Lille,Monaco,away,0.4898,2.042,2.7,0.3225,0.0488,0.04,36.0302,-36.0302,864.7258,False
2022-10-23,P1,Guimaraes,Boavista,home,0.6508,1.537,2.0,0.3015,0.0887,0.04,45.7206,45.7206,1188.7364,True
2022-10-23,N1,Utrecht,Sparta Rotterdam,away,0.4482,2.231,5.0,1.241,0.0481,0.04,29.9114,-29.9114,717.8726,False
2022-10-24,P1,Rio Ave,Portimonense,home,0.689,1.451,2.45,0.688,0.0816,0.04,47.5495,68.9467,1257.6831,True
2022-10-28,D1,Werder Bremen,Hertha,home,0.5924,1.688,2.0,0.1847,0.0573,0.04,43.0156,43.0156,1118.4064,True
2022-10-29,D1,RB Leipzig,Leverkusen,home,0.6194,1.615,1.8,0.1149,0.0495,0.0359,38.9439,31.1551,1115.9422,True
2022-10-29,D1,Ein Frankfurt,Dortmund,home,0.4402,2.272,2.75,0.2104,0.047,0.03006,33.6193,-33.6193,1084.7871,False
2022-10-29,SP1,Almeria,Celta,home,0.4101,2.438,3.3,0.3533,0.0505,0.0384,14.0727,32.3671,398.8429,True
2022-10-29,G1,Ionikos,Panetolikos,away,0.4302,2.324,3.8,0.6349,0.054,0.04,52.5308,-52.5308,1260.7389,False
2022-10-29,B1,Waregem,Standard,away,0.6021,1.661,2.2,0.3246,0.0657,0.04,49.6511,59.5813,1300.8584,True
2022-10-29,N1,Heerenveen,Utrecht,home,0.5098,1.961,2.25,0.1471,0.0527,0.02942,21.1198,-21.1198,696.7528,False
2022-10-29,E0,Brentford,Wolves,home,0.6269,1.595,2.2,0.3791,0.0517,0.04,21.6222,-21.6222,518.934,False
2022-10-29,E0,Bournemouth,Tottenham,away,0.6905,1.448,1.7,0.1739,0.0514,0.04,21.0333,14.7233,540.5562,True
2022-10-29,E0,Newcastle,Aston Villa,home,0.6257,1.598,1.8,0.1263,0.0444,0.03946,20.1144,16.0915,525.8329,True
2022-10-29,E0,Fulham,Everton,home,0.5572,1.795,2.37,0.3206,0.0494,0.04,21.2392,-21.2392,509.7414,False
2022-10-29,F1,Strasbourg,Marseille,away,0.5657,1.768,2.37,0.3407,0.0525,0.04,34.805,-34.805,835.32,False
2022-10-30,D1,Union Berlin,M'gladbach,home,0.6131,1.631,2.05,0.2569,0.0451,0.04,43.1593,45.3173,1124.2994,True
2022-10-30,B1,Seraing,St. Gilloise,away,0.7361,1.359,1.53,0.1262,0.0584,0.04,49.953,26.4751,1275.2992,True
2022-10-30,B1,Charleroi,Antwerp,away,0.5746,1.74,2.05,0.1779,0.0676,0.04,52.0343,-52.0343,1248.8241,False
2022-10-30,D1,FC Koln,Hoffenheim,home,0.4316,2.317,2.9,0.2517,0.0525,0.03312,36.96,-36.96,1078.9822,False
2022-10-30,F1,Brest,Reims,away,0.4205,2.378,2.7,0.1355,0.0551,0.01992,16.6396,-16.6396,818.6805,False
2022-10-30,D1,Schalke 04,Freiburg,away,0.6463,1.547,1.9,0.228,0.043,0.04,44.972,40.4748,1164.7742,True
2022-10-30,P1,Gil Vicente,Sp Braga,away,0.6682,1.497,1.72,0.1492,0.0668,0.04,50.3073,36.2213,1293.9043,True
2022-10-30,I1,Cremonese,Udinese,away,0.7405,1.35,1.85,0.37,0.0537,0.04,21.2689,-21.2689,510.4532,False
2022-10-30,I1,Torino,Milan,away,0.5596,1.787,2.1,0.1752,0.0459,0.03982,22.0513,-22.0513,531.7221,False
2022-10-30,I1,Lazio,Salernitana,home,0.8198,1.22,1.5,0.2298,0.0427,0.04,23.0739,-23.0739,553.7734,False
2022-10-30,G1,Levadeiakos,Atromitos,away,0.4974,2.011,2.75,0.3678,0.0465,0.04,50.4296,-50.4296,1210.3093,False
2022-10-30,N1,FC Emmen,Groningen,away,0.4751,2.105,3.1,0.4727,0.0527,0.04,27.8701,-27.8701,668.8827,False
2022-10-31,P1,Guimaraes,Famalicao,home,0.5984,1.671,1.95,0.167,0.0763,0.04,51.7562,49.1684,1343.0727,True
2022-10-31,SP1,Elche,Getafe,away,0.4034,2.479,2.87,0.1578,0.0521,0.0211,8.4156,15.7371,414.58,True
2022-10-31,G1,Giannina,Asteras Tripolis,away,0.4188,2.388,2.87,0.2019,0.0531,0.02699,32.6662,-32.6662,1177.6431,False
2022-11-04,T1,Umraniyespor,Alanyaspor,away,0.5095,1.963,2.62,0.3349,0.068,0.04,36.5501,-36.5501,877.2013,False
2022-11-04,D1,M'gladbach,Stuttgart,home,0.6191,1.615,2.15,0.331,0.0544,0.04,46.591,53.5796,1218.3538,True
2022-11-04,F1,Troyes,Auxerre,home,0.6407,1.561,1.95,0.2493,0.0538,0.04,32.7472,-32.7472,785.9332,False
2022-11-05,F1,Ajaccio,Strasbourg,away,0.4529,2.208,2.62,0.1865,0.0513,0.02878,22.6192,-22.6192,763.3141,False
2022-11-05,SP1,Getafe,Cadiz,home,0.5339,1.873,2.2,0.1746,0.0438,0.03637,15.0783,-15.0783,399.5017,False
2022-11-05,F1,Angers,Lens,away,0.73,1.37,1.66,0.2117,0.0524,0.04,30.5326,20.1515,783.4656,True
2022-11-05,G1,Lamia,Volos NFC,away,0.5645,1.771,2.87,0.6201,0.0515,0.04,47.1057,-47.1057,1130.5374,False
2022-11-05,N1,For Sittard,FC Emmen,home,0.6126,1.632,2.2,0.3476,0.0528,0.04,30.18,-30.18,724.3197,False
2022-11-05,E0,Wolves,Brighton,away,0.4904,2.039,2.25,0.1033,0.0505,0.02066,10.3107,12.8883,511.9523,True
2022-11-05,I1,Empoli,Sassuolo,away,0.4819,2.075,2.45,0.1807,0.0594,0.03116,15.9057,-15.9057,494.5475,False
2022-11-05,I1,Salernitana,Cremonese,home,0.5559,1.799,2.15,0.1952,0.0459,0.04,19.7819,-19.7819,474.7656,False
2022-11-05,N1,Vitesse,Sparta Rotterdam,away,0.4815,2.077,4.2,1.0225,0.0564,0.04,26.7553,85.617,754.4997,True
2022-11-05,E0,Nott'm Forest,Brentford,away,0.4789,2.088,2.6,0.2451,0.0513,0.03829,19.87,-19.87,499.064,False
2022-11-05,D1,Werder Bremen,Schalke 04,home,0.8177,1.223,1.65,0.3492,0.0592,0.04,48.7342,31.6772,1250.031,True
2022-11-05,B1,Eupen,Standard,away,0.6644,1.505,2.25,0.495,0.0611,0.04,51.012,-51.012,1224.2872,False
2022-11-06,SP1,Betis,Sevilla,home,0.578,1.73,2.2,0.2716,0.0448,0.04,15.9801,-15.9801,383.5217,False
2022-11-06,N1,Ajax,PSV Eindhoven,home,0.7279,1.374,1.75,0.2739,0.0524,0.04,28.9728,-28.9728,695.3469,False
2022-11-06,E0,Tottenham,Liverpool,home,0.475,2.105,3.3,0.5675,0.057,0.04,20.4781,-20.4781,491.4742,False
2022-11-06,B1,St. Gilloise,Westerlo,home,0.7449,1.343,1.57,0.1694,0.0688,0.04,48.9715,-48.9715,1175.3157,False
2022-11-06,I1,Juventus,Inter,home,0.4266,2.344,3.1,0.3226,0.0386,0.0384,18.231,38.2851,513.0507,True
2022-11-06,P1,Maritimo,Famalicao,away,0.4451,2.247,2.55,0.1349,0.0683,0.02177,30.9345,-30.9345,1390.0364,False
2022-11-06,P1,Rio Ave,Boavista,home,0.7022,1.424,2.45,0.7205,0.0641,0.04,53.7229,77.8982,1420.9709,True
2022-11-06,F1,Toulouse,Monaco,away,0.6075,1.646,2.1,0.2758,0.0518,0.04,31.3386,34.4725,817.9381,True
2022-11-06,F1,Lille,Rennes,away,0.547,1.828,2.75,0.5042,0.0496,0.04,32.7175,-32.7175,785.2205,False
2022-11-06,B1,Antwerp,Anderlecht,home,0.5305,1.885,2.15,0.1406,0.0623,0.03057,35.9294,-35.9294,1139.3863,False
2022-11-06,D1,Leverkusen,Union Berlin,away,0.4647,2.152,3.4,0.5799,0.0534,0.04,50.0012,-50.0012,1200.0298,False
2022-11-07,T1,Hatayspor,Buyuksehyr,away,0.6358,1.573,1.85,0.1762,0.0658,0.04,35.0881,-35.0881,842.1133,False
2022-11-07,P1,Chaves,Santa Clara,home,0.4888,2.046,2.3,0.1242,0.0651,0.02388,33.1941,-33.1941,1356.8423,False
2022-11-08,I1,Spezia,Udinese,away,0.6224,1.607,1.9,0.1826,0.062,0.04,19.7011,-19.7011,472.8275,False
2022-11-08,D1,Bochum,M'gladbach,away,0.5867,1.704,2.25,0.3202,0.0427,0.04,48.0012,-48.0012,1152.0286,False
2022-11-08,SP1,Elche,Girona,away,0.5045,1.982,2.2,0.1099,0.0653,0.02289,8.7788,10.5346,394.0562,True
2022-11-08,I1,Cremonese,Milan,away,0.7398,1.352,1.55,0.1467,0.0499,0.04,20.522,-20.522,492.5287,False
2022-11-09,D1,Schalke 04,Mainz,away,0.5827,1.716,2.05,0.1946,0.0486,0.04,46.0811,-46.0811,1105.9475,False
2022-11-09,SP1,Espanol,Villarreal,away,0.5008,1.997,2.37,0.1868,0.0469,0.03409,13.4334,18.4037,412.46,True
2022-11-09,G1,Panetolikos,Panathinaikos,away,0.6702,1.492,1.65,0.1059,0.0545,0.04,45.2215,29.394,1159.9313,True
2022-11-10,SP1,Vallecano,Celta,home,0.5987,1.67,2.2,0.3171,0.0528,0.04,16.4984,-16.4984,395.9616,False
2022-11-10,SP1,Valencia,Betis,away,0.4261,2.347,3.6,0.5341,0.0481,0.04,15.8385,-15.8385,380.1231,False
2022-11-10,I1,Lazio,Monza,home,0.7677,1.303,1.61,0.236,0.0592,0.04,18.9131,11.537,484.3645,True
2022-11-11,T1,Alanyaspor,Ad. Demirspor,away,0.5259,1.901,2.2,0.1571,0.0657,0.03272,27.5539,-27.5539,814.5593,False
2022-11-12,E0,Newcastle,Chelsea,home,0.6124,1.633,2.35,0.4392,0.053,0.04,19.659,26.5396,518.0138,True
2022-11-12,E0,Nott'm Forest,Crystal Palace,away,0.4924,2.031,2.45,0.2063,0.0533,0.03557,18.4258,-18.4258,499.5881,False
2022-11-12,E0,Tottenham,Leeds,home,0.8016,1.248,1.65,0.3226,0.0547,0.04,19.9835,12.9893,512.5774,True
2022-11-12,P1,Arouca,Rio Ave,away,0.4329,2.31,3.25,0.4068,0.0646,0.04,54.2737,122.1158,1478.9581,True
2022-11-12,D1,Augsburg,Bochum,home,0.6532,1.531,2.2,0.437,0.0528,0.04,45.5119,-45.5119,1092.2868,False
2022-11-12,F1,Rennes,Toulouse,home,0.7576,1.32,1.5,0.1363,0.0556,0.04,31.4088,15.7044,800.9249,True
2022-11-12,B1,Westerlo,Oostende,home,0.6299,1.588,1.75,0.1023,0.0595,0.03409,38.8417,29.1313,1168.5176,True
2022-11-12,D1,Leverkusen,Stuttgart,home,0.6907,1.448,1.72,0.1879,0.0504,0.04,44.2379,31.8513,1137.7987,True
2022-11-12,T1,Buyuksehyr,Galatasaray,home,0.4522,2.211,2.7,0.2209,0.0816,0.03249,26.465,-26.465,788.0943,False
2022-11-12,I1,Sampdoria,Lecce,away,0.4235,2.361,3.0,0.2705,0.0483,0.03381,16.3764,32.7527,517.1173,True
2022-11-13,E0,Brighton,Aston Villa,home,0.607,1.647,1.83,0.1108,0.0512,0.03338,17.1098,-17.1098,495.4675,False
2022-11-13,E0,Fulham,Man United,home,0.4788,2.088,3.8,0.8196,0.0526,0.04,19.8187,-19.8187,475.6488,False
2022-11-13,G1,Lamia,Panetolikos,away,0.4713,2.122,3.5,0.6497,0.048,0.04,47.6746,119.1865,1311.052,True
2022-11-13,G1,Giannina,Aris,away,0.5843,1.712,1.9,0.1101,0.0514,0.03059,35.4823,31.9341,1191.8654,True
2022-11-13,B1,Anderlecht,Genk,away,0.5825,1.717,2.5,0.4562,0.0674,0.04,46.7407,70.1111,1238.6286,True
2022-11-13,B1,Kortrijk,Gent,away,0.6689,1.495,1.66,0.1104,0.0656,0.04,49.5451,32.6998,1271.3284,True
2022-11-13,N1,Nijmegen,Waalwijk,away,0.412,2.427,3.5,0.442,0.0513,0.04,27.8139,-27.8139,667.533,False
2022-11-13,I1,Milan,Fiorentina,home,0.6491,1.541,1.7,0.1035,0.0514,0.03696,19.1127,13.3789,530.4961,True
2022-11-13,N1,Go Ahead Eagles,Vitesse,home,0.5892,1.697,2.45,0.4436,0.051,0.04,26.7013,-26.7013,640.8317,False
2022-11-13,F1,Brest,Troyes,away,0.4817,2.076,3.5,0.6858,0.0635,0.04,30.7555,-30.7555,738.1324,False
2022-11-13,F1,Strasbourg,Lorient,away,0.4435,2.255,3.3,0.4634,0.0539,0.04,32.037,-32.037,768.8879,False
2022-11-13,P1,Pacos Ferreira,Vizela,away,0.4733,2.113,2.37,0.1218,0.057,0.02222,32.8624,45.0216,1523.9797,True
2022-11-13,P1,Guimaraes,Maritimo,home,0.6919,1.445,1.66,0.1485,0.0707,0.04,60.9592,40.2331,1564.2127,True
2022-11-14,G1,OFI Crete,Levadeiakos,draw,0.418,2.392,3.25,0.3586,0.0562,0.03984,52.2323,-52.2323,1258.8196,False
2022-12-21,G1,Ionikos,Panathinaikos,away,0.795,1.258,1.5,0.1925,0.0548,0.04,48.5612,-48.5612,1165.4696,False
2022-12-21,G1,Levadeiakos,Aris,away,0.6381,1.567,1.73,0.1039,0.0447,0.03558,44.7888,-44.7888,1214.0308,False
2022-12-23,T1,Antalyaspor,Ankaragucu,home,0.5295,1.889,2.1,0.1119,0.056,0.02543,20.0412,-20.0412,768.0531,False
2022-12-23,P1,Rio Ave,Maritimo,home,0.7049,1.419,2.0,0.4097,0.0489,0.04,62.5685,-62.5685,1501.6442,False
2022-12-24,T1,Trabzonspor,Fenerbahce,away,0.5729,1.745,2.45,0.4037,0.0575,0.04,30.7221,-30.7221,737.3309,False
2022-12-26,E0,Arsenal,West Ham,home,0.7368,1.357,1.5,0.1052,0.0515,0.04,19.026,9.513,485.1618,True
2022-12-26,E0,Southampton,Brighton,away,0.5295,1.889,2.15,0.1384,0.0539,0.03009,14.5985,16.7883,501.9501,True
2022-12-28,P1,Portimonense,Casa Pia,away,0.4226,2.366,3.1,0.3101,0.0653,0.03692,55.4407,116.4255,1618.0697,True
2022-12-28,F1,Brest,Lyon,away,0.5979,1.672,1.95,0.1659,0.0573,0.04,30.3874,28.8681,788.554,True
2022-12-28,F1,Auxerre,Monaco,away,0.7471,1.338,1.73,0.2925,0.0503,0.04,29.5253,21.5535,759.6859,True
2022-12-28,T1,Istanbulspor,Kasimpasa,away,0.4836,2.068,2.38,0.151,0.0782,0.02736,19.5266,-19.5266,694.1655,False
2022-12-28,T1,Alanyaspor,Kayserispor,away,0.4094,2.442,3.1,0.2693,0.0882,0.03206,23.6388,-23.6388,713.6921,False
2022-12-29,SP1,Betis,Ath Bilbao,home,0.4047,2.471,2.88,0.1656,0.0503,0.02202,8.3703,-8.3703,371.7528,False
2022-12-29,F1,Reims,Rennes,away,0.5801,1.724,2.2,0.2762,0.0517,0.04,29.5991,-29.5991,710.379,False
2022-12-29,G1,Lamia,Giannina,away,0.4644,2.153,3.8,0.7649,0.0518,0.04,46.6188,-46.6188,1118.8508,False
2022-12-29,F1,Nice,Lens,away,0.4811,2.079,2.45,0.1786,0.054,0.0308,24.2875,-24.2875,764.2665,False
2022-12-29,P1,Gil Vicente,Santa Clara,away,0.403,2.482,3.5,0.4104,0.0633,0.04,64.7228,-64.7228,1553.3469,False
2022-12-29,F1,Lorient,Montpellier,home,0.5748,1.74,1.95,0.1208,0.0462,0.03178,24.2884,-24.2884,739.9781,False
2022-12-30,P1,Chaves,Famalicao,home,0.5424,1.844,2.5,0.3561,0.0696,0.04,62.1339,-62.1339,1491.2131,False
2022-12-31,E0,Fulham,Southampton,home,0.7426,1.347,1.95,0.448,0.0573,0.04,20.078,19.0741,521.0242,True
2023-01-01,F1,Monaco,Brest,home,0.7552,1.324,1.5,0.1328,0.059,0.04,30.1201,15.06,768.0618,True
2023-01-01,F1,Angers,Lorient,away,0.5197,1.924,2.5,0.2993,0.0578,0.04,28.4152,42.6227,753.0017,True
2023-01-01,E0,Tottenham,Aston Villa,home,0.6823,1.466,1.67,0.1394,0.0488,0.04,20.841,-20.841,500.1832,False
2023-01-02,F1,Montpellier,Marseille,away,0.6832,1.464,1.73,0.182,0.0503,0.04,30.7225,22.4274,790.4892,True
2023-01-03,T1,Antalyaspor,Fenerbahce,away,0.6671,1.499,1.75,0.1674,0.0762,0.04,27.7666,20.825,714.9905,True
2023-01-03,G1,OFI Crete,Volos NFC,away,0.4295,2.328,3.2,0.3745,0.06,0.04,44.754,-44.754,1074.0968,False
2023-01-04,E0,Aston Villa,Wolves,home,0.5927,1.687,1.95,0.1558,0.0406,0.04,19.2981,-19.2981,463.1537,False
2023-01-04,E0,Leeds,West Ham,home,0.4719,2.119,2.6,0.2269,0.0549,0.03545,17.7315,-17.7315,482.4517,False
2023-01-04,I1,Inter,Napoli,away,0.4853,2.061,3.1,0.5043,0.0611,0.04,21.7885,-21.7885,522.9249,False
2023-01-04,I1,Sassuolo,Sampdoria,home,0.655,1.527,1.73,0.1332,0.0552,0.04,20.917,-20.917,502.0079,False
2023-01-04,I1,Torino,Verona,home,0.6201,1.613,1.83,0.1347,0.0628,0.04,20.0803,-20.0803,481.9276,False
2023-01-04,I1,Cremonese,Juventus,away,0.6896,1.45,1.67,0.1516,0.0725,0.04,21.2198,14.2173,544.7134,True
2023-01-04,T1,Kasimpasa,Alanyaspor,away,0.4438,2.253,2.9,0.2871,0.0923,0.03778,27.0123,-27.0123,687.9781,False
2023-01-07,B1,Eupen,Charleroi,home,0.4831,2.07,2.55,0.232,0.0944,0.03741,47.5604,-47.5604,1223.768,False
2023-01-07,G1,Lamia,PAOK,away,0.7472,1.338,1.53,0.1432,0.0596,0.04,42.9639,22.7709,1096.8676,True
2023-01-07,N1,AZ Alkmaar,Vitesse,home,0.7358,1.359,1.53,0.1258,0.0576,0.04,25.6333,-25.6333,615.1984,False
2023-01-07,B1,Antwerp,Gent,away,0.427,2.342,2.63,0.1231,0.0961,0.01888,23.1047,-23.1047,1200.6633,False
2023-01-08,G1,AEK,Panathinaikos,draw,0.4338,2.305,3.3,0.4316,0.0488,0.04,43.8747,-43.8747,1052.9929,False
2023-01-08,I1,Spezia,Lecce,away,0.4175,2.395,2.9,0.2108,0.052,0.02773,13.3639,-13.3639,468.5637,False
2023-01-08,B1,Genk,Club Brugge,home,0.5699,1.755,2.1,0.1967,0.0952,0.04,46.8284,51.5112,1222.2213,True
2023-01-08,B1,Anderlecht,St. Gilloise,away,0.5167,1.935,2.45,0.266,0.0958,0.04,48.0265,69.6385,1270.3017,True
2023-01-08,SP1,Ath Madrid,Barcelona,away,0.5132,1.949,2.3,0.1803,0.0515,0.03466,12.885,16.7504,388.5032,True
2023-01-08,B1,Oud-Heverlee Leuven,Kortrijk,home,0.6847,1.46,1.65,0.1298,0.0942,0.04,50.8121,-50.8121,1219.4897,False
2023-01-08,B1,Waregem,Mechelen,away,0.5662,1.766,2.2,0.2456,0.1039,0.04,48.7796,-48.7796,1170.7101,False
2023-01-08,P1,Boavista,Gil Vicente,home,0.4817,2.076,2.55,0.2284,0.0702,0.03684,54.9363,85.1512,1576.3643,True
2023-01-08,P1,Pacos Ferreira,Chaves,away,0.5058,1.977,2.5,0.2645,0.0667,0.04,63.0546,-63.0546,1513.3097,False
2023-01-09,T1,Istanbulspor,Gaziantep,away,0.4973,2.011,2.5,0.2433,0.0659,0.04,26.4184,-26.4184,634.0406,False
2023-01-09,G1,Panetolikos,OFI Crete,home,0.5349,1.87,2.4,0.2838,0.0577,0.04,42.1197,-42.1197,1010.8732,False
2023-01-09,T1,Buyuksehyr,Ad. Demirspor,away,0.4102,2.438,3.6,0.4768,0.0635,0.04,27.5191,-27.5191,660.459,False
2023-01-11,F1,Clermont,Rennes,away,0.6056,1.651,1.91,0.1567,0.0474,0.04,30.3548,-30.3548,728.5148,False
2023-01-11,F1,Auxerre,Toulouse,away,0.4604,2.172,2.6,0.197,0.0513,0.03078,22.4237,35.8779,764.3927,True
2023-01-11,F1,Strasbourg,Lens,away,0.6582,1.519,1.95,0.2834,0.0617,0.04,31.6196,-31.6196,758.8696,False
2023-01-12,E0,Fulham,Chelsea,home,0.4179,2.393,3.3,0.3791,0.0539,0.04,18.5261,42.6101,505.7638,True
2023-01-13,SP1,Celta,Villarreal,away,0.5429,1.842,2.5,0.3572,0.0503,0.04,15.5401,-15.5401,372.9631,False
2023-01-13,B1,Westerlo,Oud-Heverlee Leuven,home,0.5745,1.741,1.95,0.1204,0.0652,0.03167,38.7077,-38.7077,1183.5136,False
2023-01-14,G1,Lamia,Atromitos,away,0.5521,1.811,2.9,0.6011,0.0485,0.04,40.4349,-40.4349,970.4383,False
2023-01-14,E0,Brentford,Bournemouth,home,0.7663,1.305,1.65,0.2644,0.0465,0.04,19.4213,12.6239,498.1571,True
2023-01-14,B1,Seraing,Standard,away,0.5879,1.701,1.91,0.1228,0.0645,0.03374,39.9317,-39.9317,1143.5818,False
2023-01-14,N1,Volendam,Waalwijk,away,0.5371,1.862,2.7,0.4501,0.0491,0.04,24.6079,-24.6079,590.5905,False
2023-01-14,SP1,Valladolid,Vallecano,away,0.4547,2.199,2.63,0.1958,0.0516,0.03004,11.2038,18.2622,391.2253,True
2023-01-14,T1,Ad. Demirspor,Ankaragucu,home,0.6242,1.602,1.8,0.1236,0.0568,0.03863,24.493,19.5944,653.635,True
2023-01-14,B1,Eupen,St Truiden,away,0.5131,1.949,2.3,0.1801,0.0737,0.03464,39.6137,51.4978,1195.0796,True
2023-01-14,I1,Cremonese,Monza,away,0.4996,2.002,2.55,0.274,0.0523,0.04,18.7425,29.051,497.6147,True
2023-01-14,P1,Rio Ave,Pacos Ferreira,home,0.7208,1.387,1.85,0.3334,0.0936,0.04,60.5324,-60.5324,1452.7773,False
2023-01-14,N1,Sparta Rotterdam,Excelsior,home,0.798,1.253,1.53,0.2209,0.0584,0.04,23.6236,12.5205,603.111,True
2023-01-14,E0,Nott'm Forest,Leicester,away,0.5127,1.95,2.63,0.3485,0.0536,0.04,20.2306,-20.2306,485.5332,False
2023-01-15,N1,Vitesse,Nijmegen,away,0.437,2.288,3.3,0.442,0.0517,0.04,24.0464,-24.0464,577.1132,False
2023-01-15,N1,Go Ahead Eagles,Utrecht,home,0.4067,2.459,2.88,0.1713,0.0496,0.02278,14.0136,-14.0136,601.1596,False
2023-01-15,P1,Benfica,Sp Lisbon,home,0.6196,1.614,1.8,0.1153,0.0854,0.03602,52.329,-52.329,1400.4483,False
2023-01-15,B1,St. Gilloise,Antwerp,home,0.5163,1.937,2.15,0.11,0.0669,0.02391,27.5551,31.6884,1184.1395,True
2023-01-15,B1,Charleroi,Cercle Brugge,away,0.4827,2.072,2.63,0.2695,0.0635,0.04,47.3656,-47.3656,1136.7739,False
2023-01-15,N1,Groningen,Feyenoord,away,0.7705,1.298,1.5,0.1557,0.0556,0.04,24.1244,12.0622,615.1732,True
2023-01-15,B1,Club Brugge,Anderlecht,home,0.5915,1.691,1.91,0.1298,0.068,0.03567,42.6285,-42.6285,1152.4511,False
2023-01-15,F1,Montpellier,Nantes,away,0.4084,2.448,2.75,0.1232,0.0499,0.01759,12.9878,22.7287,761.0939,True
2023-01-15,I1,Sassuolo,Lazio,away,0.5514,1.814,2.2,0.213,0.0528,0.04,19.1084,22.9301,500.6402,True
2023-01-15,I1,Udinese,Bologna,home,0.6114,1.636,1.91,0.1677,0.0558,0.04,19.9046,-19.9046,477.7101,False
2023-01-15,F1,Angers,Clermont,away,0.4718,2.12,2.88,0.3588,0.0495,0.04,30.4438,57.2343,818.3281,True
2023-01-15,T1,Umraniyespor,Istanbulspor,home,0.5956,1.679,1.91,0.1376,0.0645,0.0378,24.7074,-24.7074,628.9276,False
2023-01-15,F1,Toulouse,Brest,home,0.5792,1.727,1.95,0.1294,0.0573,0.03405,26.0276,-26.0276,738.3651,False
2023-01-15,G1,Asteras Tripolis,Levadeiakos,draw,0.4054,2.467,3.6,0.4595,0.0505,0.04,38.8175,100.9256,1071.3639,True
2023-01-16,I1,Empoli,Sampdoria,home,0.5635,1.775,2.2,0.2397,0.0528,0.04,20.0256,24.0307,524.6709,True
2023-01-16,P1,Estoril,Casa Pia,away,0.4947,2.022,2.45,0.2119,0.0879,0.03653,51.1584,-51.1584,1349.2899,False
2023-01-17,B1,Westerlo,Genk,away,0.6169,1.621,2.0,0.2337,0.0697,0.04,43.6521,43.6521,1134.9551,True
2023-01-17,B1,Oud-Heverlee Leuven,Eupen,home,0.687,1.456,1.62,0.1129,0.0778,0.04,45.471,-45.471,1091.303,False
2023-01-18,B1,Oostende,Antwerp,away,0.6823,1.466,1.75,0.1941,0.0727,0.04,45.3982,34.0487,1169.0037,True
2023-01-18,B1,Cercle Brugge,St. Gilloise,away,0.6014,1.663,2.05,0.2328,0.0765,0.04,46.7601,-46.7601,1122.2436,False
2023-01-20,T1,Ad. Demirspor,Giresunspor,home,0.7244,1.381,1.75,0.2677,0.0714,0.04,25.1571,-25.1571,603.7705,False
2023-01-20,SP1,Mallorca,Celta,home,0.4281,2.336,2.8,0.1985,0.0541,0.02758,10.79,19.422,410.6473,True
2023-01-20,P1,Arouca,Portimonense,home,0.5009,1.996,2.4,0.2022,0.0692,0.03611,48.7229,68.212,1417.5019,True
2023-01-21,B1,Waregem,Westerlo,away,0.5651,1.77,2.2,0.2431,0.0959,0.04,44.8897,-44.8897,1077.3538,False
2023-01-21,B1,Oostende,Cercle Brugge,away,0.5749,1.739,2.1,0.2073,0.1036,0.04,43.0942,47.4036,1124.7574,True
2023-01-21,SP1,Espanol,Betis,away,0.425,2.353,2.7,0.1474,0.0532,0.02167,8.8987,-8.8987,401.7486,False
2023-01-21,D1,Wolfsburg,Freiburg,home,0.5081,1.968,2.55,0.2956,0.0499,0.04,43.6915,67.7218,1160.0086,True
2023-01-21,E0,Crystal Palace,Newcastle,away,0.6256,1.598,1.85,0.1574,0.0535,0.04,19.9263,-19.9263,478.2308,False
2023-01-21,D1,Union Berlin,Hoffenheim,home,0.6116,1.635,2.25,0.376,0.0511,0.04,46.4003,58.0004,1218.009,True
2023-01-21,N1,Cambuur,Sparta Rotterdam,away,0.6111,1.636,2.38,0.4545,0.0476,0.04,24.0079,33.1309,633.3287,True
2023-01-21,N1,Nijmegen,FC Emmen,home,0.6012,1.663,2.0,0.2024,0.0441,0.04,23.0845,23.0845,600.1977,True
2023-01-21,E0,Southampton,Aston Villa,away,0.4781,2.092,2.55,0.2192,0.0471,0.03535,16.9055,26.2035,504.4343,True
2023-01-22,D1,M'gladbach,Leverkusen,home,0.5121,1.953,2.63,0.3469,0.0515,0.04,48.7204,-48.7204,1169.2886,False
2023-01-22,P1,Maritimo,Estoril,away,0.4082,2.45,3.0,0.2247,0.0559,0.02808,39.8035,-39.8035,1377.6985,False
2023-01-22,P1,Casa Pia,Gil Vicente,home,0.5612,1.782,2.3,0.2907,0.0651,0.04,55.1079,-55.1079,1322.5905,False
2023-01-22,I1,Monza,Sassuolo,home,0.5974,1.674,2.2,0.3143,0.0517,0.04,21.9522,-21.9522,526.8535,False
2023-01-22,I1,Sampdoria,Udinese,away,0.5924,1.688,2.15,0.2737,0.0506,0.04,20.9868,24.1349,548.8057,True
2023-01-22,T1,Gaziantep,Sivasspor,home,0.4424,2.261,2.63,0.1634,0.0665,0.02507,15.1365,-15.1365,588.634,False
